Brand,UniqueID,Range (Km),Efficiency (Wh/km),Acceleration (0-100),Battery (kWh),FastCharge (kW),Cargo (L),Price_per_Range (/km),Germany_Price(€),Segment
Peugeot,1095,85,171,15.9,14.5,30.0,166.0,250.0,21800.0,A - Mini
Ford,3445,350,166,8.0,58.0,85.0,572.0,119.0,42400.0,D - Large
XPENG,2183,475,184,4.1,87.5,180.0,571.0,111.0,51600.0,D - Large
TOGG,3306,465,183,4.1,85.0,115.0,505.0,105.0,48600.0,D - Large
BMW,3115,465,175,6.1,81.2,123.0,570.0,167.0,72200.0,E - Executive
Audi,2281,395,192,7.0,75.8,150.0,590.0,167.0,63500.0,D - Large
Peugeot,3222,295,157,9.0,46.3,74.0,309.0,115.0,36525.0,B - Compact
Jaguar,1097,380,223,4.8,84.7,83.0,505.0,205.0,77300.0,D - Large
Dongfeng,3035,190,153,12.5,29.0,50.0,326.0,124.0,,B - Compact
Tesla,1037,415,206,3.3,85.5,90.0,895.0,292.0,120300.0,F - Luxury
Opel,1793,310,164,9.3,50.8,79.0,516.0,132.0,43490.0,C - Medium
Polestar,1758,515,208,5.0,107.0,150.0,516.0,168.0,85590.0,E - Executive
Volvo,2123,360,186,7.3,67.0,100.0,435.0,152.0,52690.0,C - Medium
Hyundai,3449,440,182,3.2,80.0,196.0,371.0,172.0,,D - Large
MG,1475,350,200,4.9,70.0,81.0,357.0,148.0,50990.0,C - Medium
XPENG,3277,410,191,6.6,78.2,280.0,731.0,146.0,59600.0,E - Executive
Polestar,3299,530,200,3.2,106.0,210.0,427.0,256.0,141600.0,F - Luxury
Renault,1050,145,161,13.5,23.3,0.0,338.0,148.0,21500.0,B - Compact
Audi,1179,285,182,9.0,52.0,70.0,520.0,173.0,44700.0,C - Medium
Tesla,1326,470,209,3.1,98.0,125.0,,240.0,107990.0,F - Luxury
Lexus,1251,235,191,7.5,45.0,32.0,316.0,198.0,47550.0,C - Medium
Fisker,1712,525,203,3.9,106.5,135.0,476.0,134.0,69950.0,D - Large
BMW,2040,385,168,5.6,64.7,86.0,525.0,159.0,56500.0,C - Medium
Volkswagen,2210,465,166,7.1,77.0,120.0,385.0,92.0,47595.0,C - Medium
Ford,2280,425,214,3.8,91.0,115.0,619.0,175.0,77300.0,D - Large
Renault,1101,160,194,22.4,31.0,0.0,1.0,236.0,38000.0,N - Passenger Van
Hyundai,1239,245,160,9.9,39.2,37.0,361.0,145.0,34850.0,B - Compact
Mercedes,2088,530,223,6.1,118.0,160.0,645.0,247.0,114609.0,F - Luxury
Tesla,3385,490,194,3.9,95.0,140.0,608.0,237.0,115970.0,F - Luxury
Mercedes,1987,350,190,6.0,66.5,100.0,340.0,178.0,56424.0,C - Medium
Cadillac,2243,460,222,5.3,102.0,165.0,793.0,180.0,83000.0,E - Executive
Volvo,3483,330,197,3.7,65.0,101.0,325.0,151.0,,B - Compact
Hyundai,1126,390,164,7.6,64.0,61.0,332.0,101.0,39000.0,B - Compact
KGM,3227,360,224,8.0,80.6,100.0,907.0,131.0,45990.0,N - Passenger Van
Kia,3288,230,209,12.8,48.0,75.0,1.0,166.0,38290.0,N - Passenger Van
Volvo,1801,400,198,4.7,79.0,110.0,450.0,154.0,61400.0,C - Medium
Peugeot,3465,355,164,7.2,58.3,80.0,468.0,115.0,,C - Medium
Citroen,2224,240,183,12.9,43.8,62.0,460.0,110.0,26490.0,B - Compact
Volvo,3160,385,205,4.8,79.0,110.0,441.0,151.0,59590.0,C - Medium
Volkswagen,3251,435,177,6.6,77.0,120.0,543.0,117.0,49020.0,C - Medium
Volkswagen,3254,455,169,6.7,77.0,120.0,549.0,115.0,51270.0,C - Medium
Tesla,1053,395,216,5.0,85.5,90.0,,287.0,113300.0,F - Luxury
Audi,1247,295,219,6.8,64.7,114.0,677.0,244.0,71350.0,E - Executive
Volkswagen,2118,470,164,6.6,77.0,125.0,605.0,117.0,54795.0,E - Executive
Volvo,1800,420,188,7.3,79.0,110.0,450.0,128.0,54450.0,C - Medium
Renault,1128,250,164,11.4,41.0,0.0,338.0,132.0,35900.0,B - Compact
Jaguar,1812,380,223,4.8,84.7,83.0,532.0,235.0,92400.0,D - Large
Ford,2241,455,169,6.4,77.0,120.0,572.0,112.0,50911.0,D - Large
Zeekr,3081,380,189,6.0,72.0,240.0,605.0,145.0,55950.0,D - Large
Tesla,1175,435,218,4.9,95.0,100.0,,216.0,91000.0,F - Luxury
Mercedes,2090,530,223,4.7,118.0,160.0,645.0,303.0,147923.0,F - Luxury
Volvo,2120,345,194,7.3,67.0,100.0,441.0,144.0,49990.0,C - Medium
Porsche,2083,495,192,5.7,94.9,186.0,624.0,165.0,80700.0,D - Large
Polestar,2226,475,166,6.2,79.0,110.0,448.0,112.0,52690.0,D - Large
Tesla,1052,335,216,5.2,72.5,80.0,,283.0,93500.0,F - Luxury
Volkswagen,1203,450,171,7.9,77.0,103.0,385.0,96.0,41995.0,C - Medium
Hyundai,1479,365,192,5.2,70.0,179.0,555.0,143.0,49900.0,C - Medium
Skoda,3375,460,172,5.4,79.0,135.0,585.0,125.0,58600.0,C - Medium
Skoda,1190,205,158,12.3,32.3,29.0,250.0,110.0,24534.0,A - Mini
Mercedes,2086,490,241,4.4,118.0,160.0,440.0,441.0,200634.0,F - Luxury
Hongqi,3138,550,173,5.8,95.3,210.0,468.0,107.0,,E - Executive
Subaru,3434,370,186,5.1,69.0,110.0,421.0,132.0,,C - Medium
BMW,3460,405,161,8.6,65.2,95.0,525.0,137.0,55100.0,C - Medium
Tesla,1071,380,191,4.6,72.5,80.0,895.0,189.0,69970.0,F - Luxury
Jaguar,1287,380,223,4.8,84.7,83.0,505.0,207.0,76815.0,D - Large
Volvo,1592,330,203,7.4,67.0,113.0,450.0,146.0,45080.0,C - Medium
Audi,1660,280,231,6.8,64.7,114.0,722.0,251.0,69100.0,E - Executive
Ford,1671,440,207,5.8,91.0,84.0,619.0,165.0,69700.0,D - Large
Skoda,2019,335,173,8.7,58.0,82.0,585.0,133.0,44200.0,C - Medium
Kia,3196,420,229,4.6,96.0,194.0,385.0,217.0,89990.0,F - Luxury
Porsche,3399,495,218,2.5,108.0,290.0,837.0,328.0,165500.0,E - Executive
MG,3470,260,161,9.6,41.9,65.0,577.0,104.0,,C - Medium
Mitsubishi,1096,85,171,15.9,14.5,30.0,166.0,310.0,23790.0,A - Mini
Volvo,1798,385,205,4.8,79.0,110.0,441.0,155.0,59950.0,C - Medium
Toyota,3209,330,181,8.7,59.8,60.0,238.0,116.0,38990.0,B - Compact
Lucid,1316,665,168,3.0,112.0,174.0,910.0,196.0,129000.0,F - Luxury
Mercedes,1697,395,168,8.6,66.5,99.0,340.0,137.0,50777.0,C - Medium
Smart,2000,350,177,3.7,62.0,90.0,385.0,145.0,50990.0,B - Compact
Volkswagen,3259,470,164,6.6,77.0,125.0,605.0,117.0,54905.0,E - Executive
Lightyear,1166,550,109,10.0,60.0,60.0,640.0,548.0,297500.0,F - Luxury
Peugeot,1206,260,178,8.5,46.3,74.0,434.0,143.0,35450.0,B - Compact
NIO,1786,410,179,4.0,73.5,110.0,386.0,149.0,59500.0,E - Executive
Polestar,1820,450,176,4.2,79.0,110.0,446.0,139.0,58775.0,D - Large
BYD,1917,265,169,12.3,44.9,50.0,345.0,113.0,,C - Medium
Renault,2068,340,176,8.6,60.0,80.0,545.0,124.0,41400.0,C - Medium
BMW,1907,420,193,3.8,81.2,123.0,490.0,255.0,99500.0,E - Executive
Mercedes,2195,640,184,4.9,118.0,160.0,620.0,212.0,125378.0,F - Luxury
Porsche,3378,495,192,5.7,94.9,186.0,624.0,166.0,81200.0,D - Large
Volvo,3157,400,198,4.6,79.0,110.0,435.0,159.0,64390.0,C - Medium
Volkswagen,3258,500,172,5.5,86.0,145.0,532.0,130.0,63265.0,E - Executive
Volkswagen,1127,275,164,8.9,45.0,45.0,385.0,116.0,31960.0,C - Medium
Smart,2053,335,185,6.7,62.0,90.0,338.0,132.0,44990.0,B - Compact
Audi,1092,365,237,5.7,86.5,147.0,722.0,222.0,80900.0,E - Executive
BMW,1905,520,196,5.5,101.7,149.0,500.0,227.0,115700.0,F - Luxury
Mercedes,1990,345,193,6.2,66.5,100.0,495.0,187.0,58197.0,C - Medium
DS,1791,300,169,9.0,50.8,79.0,350.0,135.0,40540.0,B - Compact
Citroen,3050,335,152,9.1,50.8,79.0,510.0,107.0,34800.0,C - Medium
Porsche,2144,475,204,2.3,97.0,267.0,410.0,496.0,240000.0,F - Luxury
Polestar,3150,405,165,6.4,67.0,100.0,448.0,120.0,48990.0,D - Large
Polestar,3327,500,204,4.7,102.0,200.0,508.0,179.0,,E - Executive
Audi,1356,380,228,5.7,86.5,147.0,677.0,209.0,83750.0,E - Executive
Maserati,1803,420,198,2.7,83.0,217.0,270.0,480.0,198212.0,F - Luxury
Zeekr,1936,360,181,5.6,65.0,101.0,383.0,121.0,,B - Compact
Dacia,2127,160,156,13.7,25.0,29.0,343.0,119.0,18900.0,A - Mini
DS,3078,530,183,5.4,97.2,135.0,620.0,139.0,75000.0,D - Large
Volvo,3482,350,186,5.4,65.0,101.0,325.0,126.0,,B - Compact
Audi,2273,530,179,3.9,94.9,186.0,529.0,199.0,101150.0,E - Executive
Peugeot,1948,295,157,9.0,46.3,74.0,309.0,124.0,35975.0,B - Compact
Porsche,2099,575,169,4.8,97.0,267.0,491.0,186.0,107224.0,F - Luxury
Audi,2248,285,182,9.0,52.0,90.0,520.0,160.0,45600.0,C - Medium
Skoda,3098,450,171,6.7,77.0,120.0,585.0,119.0,51150.0,C - Medium
Mercedes,1240,310,290,12.1,90.0,95.0,1.0,276.0,71626.0,N - Passenger Van
Fiat,1327,135,158,9.0,21.3,40.0,185.0,198.0,30990.0,B - Compact
Volkswagen,1530,275,164,8.9,45.0,71.0,385.0,128.0,,C - Medium
Audi,3052,570,166,4.7,94.9,186.0,529.0,144.0,79800.0,E - Executive
Zeekr,3198,360,181,5.6,65.0,101.0,383.0,121.0,43450.0,B - Compact
Peugeot,1744,300,169,9.8,50.8,79.0,361.0,139.0,44765.0,C - Medium
Mercedes,2046,475,202,6.9,96.0,141.0,520.0,186.0,86811.0,E - Executive
Volkswagen,2158,500,172,5.5,86.0,145.0,605.0,138.0,63955.0,E - Executive
Skoda,3377,470,168,5.4,79.0,135.0,570.0,126.0,60850.0,C - Medium
CUPRA,3262,360,164,7.7,59.0,110.0,385.0,101.0,40450.0,C - Medium
Mercedes,1135,370,216,5.1,80.0,99.0,500.0,201.0,69484.0,D - Large
CUPRA,2234,460,167,7.0,77.0,125.0,385.0,99.0,47250.0,C - Medium
Volvo,2124,420,188,7.3,79.0,110.0,435.0,137.0,57190.0,C - Medium
Peugeot,1745,300,169,10.0,50.8,79.0,548.0,142.0,45765.0,C - Medium
Skoda,2022,435,177,5.5,77.0,120.0,585.0,140.0,61050.0,C - Medium
Opel,2051,290,175,9.0,50.8,79.0,310.0,144.0,44720.0,B - Compact
Smart,2054,355,175,5.8,62.0,90.0,385.0,128.0,46490.0,B - Compact
SEAT,1191,205,158,12.3,32.3,29.0,251.0,116.0,24650.0,A - Mini
NIO,1751,415,177,3.8,73.5,110.0,363.0,201.0,81900.0,F - Luxury
Seres,1804,260,196,8.9,51.0,50.0,318.0,146.0,,C - Medium
Mercedes,1908,225,200,12.6,45.0,50.0,551.0,200.0,39623.0,N - Passenger Van
BMW,3111,500,218,3.8,108.9,150.0,500.0,258.0,124900.0,E - Executive
Maserati,3464,450,219,4.1,98.6,110.0,535.0,247.0,109230.0,E - Executive
Porsche,1116,400,209,2.8,83.7,200.0,450.0,459.0,189668.0,F - Luxury
Mercedes,1986,350,190,7.7,66.5,100.0,340.0,166.0,53520.0,C - Medium
Volkswagen,2153,465,170,5.6,79.0,135.0,385.0,108.0,48725.0,C - Medium
Kia,3123,340,162,7.4,55.0,80.0,435.0,111.0,37590.0,C - Medium
Renault,1077,255,161,13.5,41.0,0.0,338.0,122.0,33200.0,B - Compact
Tesla,1325,480,204,4.6,98.0,125.0,,199.0,90990.0,F - Luxury
Mercedes,2011,590,184,4.3,108.4,169.0,620.0,267.0,141705.0,F - Luxury
Kia,1125,375,171,7.8,64.0,61.0,451.0,106.0,39090.0,C - Medium
Porsche,3379,470,202,5.2,94.9,186.0,624.0,182.0,84600.0,D - Large
Kia,1749,370,173,7.9,64.0,61.0,315.0,122.0,47450.0,B - Compact
Lancia,2117,310,155,8.2,48.1,76.0,309.0,114.0,,B - Compact
NIO,2223,440,205,4.1,90.0,190.0,265.0,232.0,103900.0,F - Luxury
Lucid,3271,580,152,4.7,88.0,150.0,910.0,151.0,85900.0,F - Luxury
Opel,3450,345,161,9.3,55.4,75.0,352.0,108.0,37990.0,C - Medium
Smart,1232,95,176,12.7,16.7,0.0,185.0,241.0,19120.0,A - Mini
Renault,1236,255,161,11.4,41.0,40.0,338.0,118.0,29990.0,B - Compact
Audi,2016,435,177,6.7,77.0,120.0,535.0,128.0,54950.0,C - Medium
Volkswagen,2031,460,167,6.7,77.0,120.0,549.0,117.0,48970.0,C - Medium
Audi,3042,510,186,6.6,94.9,186.0,575.0,144.0,71200.0,D - Large
Volvo,3481,340,191,3.6,65.0,101.0,325.0,141.0,,B - Compact
Audi,1528,425,180,8.5,76.6,124.0,535.0,138.0,53900.0,C - Medium
Peugeot,3321,345,161,9.3,55.4,75.0,361.0,109.0,42435.0,C - Medium
Ford,3453,445,173,5.3,77.0,120.0,572.0,119.0,55400.0,D - Large
Zeekr,1937,350,186,3.8,65.0,101.0,383.0,139.0,,B - Compact
Volvo,3158,345,194,7.3,67.0,100.0,441.0,141.0,49990.0,C - Medium
Citroen,1027,85,171,15.9,14.5,30.0,166.0,328.0,29393.0,A - Mini
MG,1646,265,174,7.7,46.0,52.0,479.0,139.0,35490.0,C - Medium
Opel,3451,335,165,9.5,55.4,75.0,516.0,115.0,39490.0,C - Medium
Mercedes,1699,605,178,5.6,107.8,169.0,610.0,201.0,113359.0,F - Luxury
Mercedes,2048,455,211,4.9,96.0,141.0,520.0,235.0,99841.0,E - Executive
BMW,2200,490,166,5.1,81.3,130.0,470.0,132.0,63000.0,D - Large
Kia,1122,170,176,11.2,30.0,40.0,281.0,190.0,29490.0,B - Compact
Ford,1756,440,207,5.8,91.0,84.0,619.0,169.0,77200.0,D - Large
Citroen,2160,230,217,11.7,50.0,80.0,1.0,169.0,37940.0,N - Passenger Van
Hyundai,1477,290,186,6.1,54.0,140.0,555.0,158.0,45900.0,C - Medium
Mercedes,1897,525,170,7.3,89.0,120.0,430.0,137.0,67187.0,E - Executive
Mercedes,1901,450,201,4.2,90.6,136.0,430.0,240.0,104756.0,E - Executive
BMW,2114,455,178,6.1,81.2,123.0,570.0,171.0,72200.0,E - Executive
Skoda,1187,305,170,11.3,52.0,45.0,585.0,131.0,39900.0,C - Medium
Audi,1769,425,209,6.0,89.0,147.0,631.0,179.0,75900.0,E - Executive
Mercedes,2008,635,171,6.1,108.4,169.0,620.0,180.0,109551.0,F - Luxury
Opel,2161,235,213,11.3,50.0,80.0,775.0,165.0,38600.0,N - Passenger Van
Lotus,3216,495,220,4.5,109.0,246.0,657.0,203.0,99990.0,F - Luxury
Kia,1012,155,174,11.2,27.0,40.0,281.0,199.0,28890.0,B - Compact
BMW,1838,490,208,3.7,101.7,149.0,500.0,381.0,181800.0,F - Luxury
Mercedes,1898,515,173,6.4,89.0,120.0,430.0,157.0,70995.0,E - Executive
NIO,1922,435,207,4.5,90.0,135.0,579.0,174.0,74500.0,E - Executive
Volkswagen,2029,435,177,6.6,77.0,120.0,543.0,116.0,49020.0,C - Medium
Mercedes,2155,570,168,6.7,96.0,130.0,620.0,187.0,,F - Luxury
Ford,1010,105,186,11.4,19.6,0.0,237.0,358.0,39990.0,C - Medium
Nissan,1304,405,215,5.7,87.0,80.0,415.0,136.0,57490.0,C - Medium
Aiways,1766,350,171,7.0,60.0,75.0,472.0,138.0,47588.0,C - Medium
Mercedes,2047,435,208,6.6,90.6,141.0,520.0,215.0,89548.0,E - Executive
Alfa,2185,310,164,6.0,50.8,79.0,400.0,156.0,48500.0,B - Compact
Alpine,2268,310,168,7.4,52.0,75.0,326.0,120.0,38700.0,B - Compact
Ford,3188,475,185,6.1,88.0,105.0,619.0,128.0,59200.0,D - Large
Suzuki,3211,270,177,9.6,47.8,45.0,238.0,119.0,29990.0,B - Compact
Alpine,3390,470,189,4.8,89.0,120.0,532.0,146.0,67500.0,D - Large
BMW,3461,395,165,5.6,65.2,95.0,525.0,158.0,62200.0,C - Medium
Volkswagen,1494,400,193,6.2,77.0,103.0,543.0,135.0,50415.0,C - Medium
Polestar,1819,450,176,4.5,79.0,110.0,446.0,125.0,52275.0,D - Large
Peugeot,1836,305,158,8.2,48.1,76.0,265.0,133.0,41850.0,B - Compact
Porsche,2100,490,168,3.7,82.3,195.0,491.0,244.0,120900.0,F - Luxury
KGM,3448,360,224,8.0,80.6,100.0,907.0,131.0,45990.0,N - Passenger Van
Mini,3457,385,169,5.6,65.2,86.0,460.0,110.0,43320.0,C - Medium
Citroen,1286,280,165,9.7,46.3,74.0,380.0,124.0,34640.0,C - Medium
Mercedes,1538,525,173,6.4,90.6,136.0,430.0,153.0,70626.0,E - Executive
Porsche,2103,525,185,2.4,97.0,267.0,450.0,391.0,209900.0,F - Luxury
Ford,3105,450,176,8.5,79.0,135.0,536.0,103.0,48500.0,C - Medium
Mitsubishi,1029,85,171,15.9,14.5,30.0,166.0,342.0,29393.0,A - Mini
Ford,1242,365,186,6.9,68.0,76.0,619.0,134.0,47500.0,D - Large
Audi,2220,525,185,2.8,97.0,267.0,427.0,282.0,147500.0,F - Luxury
Skoda,3184,460,172,5.4,79.0,135.0,585.0,127.0,58600.0,C - Medium
Genesis,3237,385,208,4.4,80.0,205.0,528.0,190.0,70230.0,D - Large
Alpine,3391,470,189,3.9,89.0,140.0,532.0,168.0,77000.0,D - Large
Audi,1772,525,202,5.6,106.0,145.0,590.0,169.0,89550.0,E - Executive
Lexus,3027,355,180,8.0,64.0,100.0,522.0,157.0,55590.0,D - Large
Lucid,3272,600,160,3.6,96.0,160.0,910.0,169.0,99900.0,F - Luxury
Porsche,1560,450,186,3.7,83.7,200.0,491.0,306.0,139906.0,F - Luxury
Smart,3145,460,209,4.9,96.0,230.0,677.0,125.0,56900.0,D - Large
Zeekr,3197,270,181,5.9,49.0,80.0,383.0,144.0,38950.0,B - Compact
Lotus,3214,520,190,4.2,98.9,328.0,543.0,204.0,107990.0,F - Luxury
Audi,1253,365,237,5.7,86.5,147.0,722.0,213.0,79445.0,E - Executive
Aiways,1678,315,190,7.5,60.0,75.0,496.0,128.0,39563.0,C - Medium
Audi,2147,470,202,4.3,94.9,186.0,578.0,214.0,93800.0,D - Large
Volkswagen,3256,475,162,6.5,77.0,125.0,532.0,114.0,54105.0,E - Executive
Volvo,3325,465,219,4.2,102.0,200.0,703.0,226.0,101290.0,F - Luxury
Kia,1480,305,177,8.5,54.0,140.0,563.0,148.0,46990.0,C - Medium
Lucid,1696,685,172,2.9,118.0,185.0,910.0,321.0,218000.0,F - Luxury
Fisker,1711,490,217,3.9,106.5,135.0,476.0,132.0,63590.0,D - Large
Skoda,2021,440,175,6.6,77.0,120.0,585.0,122.0,51150.0,C - Medium
Genesis,3238,490,184,5.1,90.0,160.0,354.0,166.0,76180.0,F - Luxury
MG,3248,440,219,3.5,96.5,250.0,697.0,133.0,,D - Large
Audi,2221,525,185,2.5,97.0,267.0,427.0,311.0,160500.0,F - Luxury
Polestar,1486,345,177,7.4,61.0,75.0,440.0,133.0,45500.0,D - Large
Mercedes,2087,540,219,6.8,118.0,160.0,645.0,219.0,110801.0,F - Luxury
Citroen,2159,235,213,11.7,50.0,80.0,775.0,160.0,36940.0,N - Passenger Van
Volvo,3156,400,198,4.8,79.0,110.0,435.0,150.0,61290.0,C - Medium
Tesla,1033,350,190,5.4,66.5,95.0,895.0,240.0,83500.0,F - Luxury
Porsche,1186,420,199,5.1,83.7,200.0,530.0,238.0,98514.0,F - Luxury
Kia,1288,370,173,7.9,64.0,61.0,315.0,107.0,42390.0,B - Compact
Polestar,1759,480,223,4.7,107.0,150.0,516.0,194.0,92190.0,E - Executive
Porsche,2110,510,190,4.7,97.0,267.0,530.0,225.0,113100.0,F - Luxury
Skoda,3099,370,159,8.1,59.0,110.0,570.0,124.0,46850.0,C - Medium
Volvo,3161,385,205,4.6,79.0,110.0,441.0,163.0,62890.0,C - Medium
Mercedes,3241,515,176,5.9,90.6,141.0,430.0,150.0,74149.0,E - Executive
Mercedes,1493,340,196,6.2,66.5,99.0,495.0,188.0,58197.0,C - Medium
Opel,1544,205,226,11.7,46.3,74.0,571.0,198.0,43050.0,N - Passenger Van
Porsche,1925,415,171,4.0,71.0,171.0,491.0,273.0,114559.0,F - Luxury
Peugeot,3066,350,167,7.2,58.3,80.0,471.0,126.0,46300.0,C - Medium
Porsche,2085,465,204,3.3,94.9,186.0,564.0,247.0,114600.0,D - Large
Ford,2279,445,204,4.6,91.0,115.0,619.0,148.0,65900.0,D - Large
Skoda,3183,450,176,5.4,79.0,135.0,470.0,118.0,53050.0,C - Medium
Subaru,3437,375,192,5.1,72.0,110.0,403.0,130.0,,C - Medium
Polestar,2225,405,165,6.4,67.0,100.0,448.0,120.0,48990.0,D - Large
Audi,3149,340,174,8.1,59.0,110.0,520.0,148.0,48150.0,C - Medium
JAC,1410,225,173,12.0,39.0,29.0,250.0,133.0,,B - Compact
Citroen,1939,330,154,9.3,50.8,79.0,510.0,119.0,36325.0,C - Medium
Dacia,1704,160,156,19.1,25.0,29.0,300.0,123.0,20490.0,A - Mini
Nissan,1021,105,210,14.0,22.0,34.0,2.0,332.0,37602.0,N - Passenger Van
Mercedes,1495,350,190,7.7,66.5,99.0,340.0,170.0,53746.0,C - Medium
Abarth,1903,225,166,7.0,37.3,65.0,185.0,158.0,37990.0,B - Compact
Honda,1233,170,168,8.3,28.5,31.0,171.0,242.0,39900.0,B - Compact
Dacia,1813,160,156,13.7,25.0,29.0,300.0,150.0,24550.0,A - Mini
BMW,3114,430,189,3.8,81.2,123.0,490.0,249.0,99500.0,E - Executive
Volkswagen,1041,95,168,12.4,16.0,29.0,250.0,269.0,26900.0,A - Mini
Lotus,1768,455,240,2.9,109.0,246.0,657.0,326.0,151990.0,F - Luxury
Toyota,2166,230,217,11.7,50.0,80.0,1.0,179.0,40250.0,N - Passenger Van
Audi,2219,540,180,3.4,97.0,267.0,482.0,235.0,126000.0,F - Luxury
Abarth,3057,280,181,5.9,50.8,79.0,360.0,170.0,48990.0,B - Compact
Nissan,3202,260,154,9.0,40.0,55.0,326.0,106.0,27990.0,B - Compact
MG,3246,490,197,3.2,96.5,250.0,475.0,114.0,,D - Large
Opel,3307,280,181,5.9,50.8,79.0,310.0,157.0,47300.0,B - Compact
XPENG,3431,375,160,6.9,60.0,220.0,573.0,124.0,46600.0,E - Executive
Volkswagen,1306,350,166,7.3,58.0,75.0,385.0,104.0,36495.0,C - Medium
Mercedes,3285,435,208,6.0,90.6,141.0,520.0,210.0,89548.0,E - Executive
Porsche,2104,460,179,4.8,82.3,195.0,530.0,225.0,102400.0,F - Luxury
Mercedes,1616,305,295,12.0,90.0,95.0,1.0,264.0,65140.0,N - Passenger Van
Opel,1941,290,160,8.7,46.3,74.0,267.0,116.0,34650.0,B - Compact
Citroen,3049,290,160,9.9,46.3,74.0,510.0,115.0,32600.0,C - Medium
Tesla,1035,445,192,4.4,85.5,90.0,895.0,222.0,98000.0,F - Luxury
Tesla,1072,345,180,5.8,62.0,95.0,895.0,221.0,69019.0,F - Luxury
Tesla,1207,515,184,2.8,95.0,110.0,894.0,193.0,96990.0,F - Luxury
Mercedes,1761,425,209,6.6,89.0,120.0,520.0,230.0,89548.0,E - Executive
Volkswagen,1081,100,160,12.4,16.0,29.0,250.0,235.0,22975.0,A - Mini
Ford,1243,465,189,7.0,88.0,84.0,619.0,120.0,54475.0,D - Large
Volvo,1796,340,194,7.3,66.0,113.0,441.0,144.0,47500.0,C - Medium
Mercedes,2239,220,205,13.3,45.0,50.0,828.0,213.0,41613.0,N - Passenger Van
Audi,2271,555,171,3.9,94.9,186.0,529.0,187.0,99500.0,E - Executive
Volkswagen,3255,445,178,5.4,79.0,135.0,549.0,128.0,58755.0,C - Medium
Subaru,3435,320,169,8.4,54.0,85.0,404.0,118.0,,C - Medium
Fiat,1275,230,162,9.0,37.3,65.0,185.0,148.0,37990.0,B - Compact
Peugeot,1946,270,171,9.9,46.3,74.0,434.0,142.0,39000.0,B - Compact
Hongqi,2050,455,246,4.9,112.0,110.0,438.0,187.0,,F - Luxury
Lotus,2141,520,190,4.2,98.9,328.0,543.0,209.0,106400.0,F - Luxury
Cadillac,3267,375,243,4.1,91.0,100.0,297.0,290.0,108809.0,F - Luxury
Volkswagen,1557,430,179,8.4,77.0,124.0,549.0,122.0,47550.0,C - Medium
Skoda,2026,450,171,5.5,77.0,120.0,570.0,140.0,63300.0,C - Medium
Ford,2240,320,163,9.0,52.0,85.0,572.0,141.0,44950.0,D - Large
Smart,3142,475,202,6.5,96.0,230.0,702.0,109.0,50900.0,D - Large
Polestar,3153,450,176,4.2,79.0,110.0,448.0,142.0,63490.0,D - Large
Porsche,3381,465,204,3.8,94.9,186.0,560.0,227.0,104200.0,D - Large
Kia,1154,370,173,7.9,64.0,61.0,315.0,113.0,36837.0,B - Compact
Tesla,1208,430,221,2.9,95.0,110.0,,250.0,102990.0,F - Luxury
Volkswagen,1411,285,182,9.0,52.0,70.0,543.0,154.0,39955.0,C - Medium
Citroen,1938,330,154,9.2,50.8,79.0,380.0,118.0,35925.0,C - Medium
Audi,2014,395,195,6.6,77.0,120.0,520.0,142.0,54950.0,C - Medium
VinFast,3282,310,192,8.9,59.6,90.0,,128.0,38990.0,D - Large
Volvo,3323,425,207,6.8,88.0,170.0,703.0,208.0,85990.0,F - Luxury
Jaguar,1307,380,223,6.4,84.7,83.0,505.0,186.0,75351.0,D - Large
Mercedes,1615,310,290,12.0,90.0,95.0,990.0,249.0,64248.0,N - Passenger Van
Mercedes,1664,385,173,8.9,66.5,99.0,495.0,146.0,52550.0,C - Medium
Volvo,3154,360,186,7.3,67.0,100.0,435.0,150.0,54390.0,C - Medium
Lexus,3295,390,185,4.4,72.0,110.0,522.0,198.0,78700.0,D - Large
Toyota,3133,305,177,8.6,54.0,85.0,452.0,142.0,42990.0,C - Medium
Audi,1153,400,209,3.3,83.7,200.0,451.0,365.0,146050.0,F - Luxury
Volvo,3118,335,194,3.7,65.0,101.0,325.0,164.0,57290.0,B - Compact
Voyah,3137,390,198,4.9,77.3,110.0,527.0,128.0,,D - Large
Fiat,1726,135,158,9.0,21.3,40.0,185.0,222.0,,B - Compact
Polestar,1777,385,195,4.4,75.0,97.0,440.0,162.0,61495.0,D - Large
Porsche,2111,510,190,3.8,97.0,267.0,530.0,244.0,126400.0,F - Luxury
Smart,3144,465,206,4.9,96.0,230.0,677.0,120.0,55400.0,D - Large
Audi,1659,330,262,4.5,86.5,147.0,677.0,292.0,96050.0,E - Executive
GWM,2093,325,182,8.2,59.3,54.0,228.0,115.0,37490.0,C - Medium
Peugeot,2150,355,206,6.5,73.0,90.0,348.0,178.0,62500.0,D - Large
Ford,3187,380,191,6.2,72.6,100.0,619.0,136.0,56500.0,D - Large
Ford,1245,430,205,5.8,88.0,84.0,619.0,154.0,63700.0,D - Large
Genesis,3236,400,200,4.0,80.0,205.0,432.0,190.0,74480.0,C - Medium
MG,3244,405,181,6.8,73.5,120.0,475.0,112.0,,D - Large
Hyundai,1381,365,192,5.2,70.0,179.0,555.0,159.0,59550.0,C - Medium
Volvo,1655,335,200,7.4,67.0,113.0,450.0,151.0,48850.0,C - Medium
